,name,gearbox,fuel,mfd_date,mileage,power,price
545,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas / dujos,2010-09,230000,110,3700
546,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-01,163950,110,12500
547,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2018-04,28232,92,16900
548,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas,2006-05,209000,75,4250
549,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-02,163638,110,16350
550,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-04,147729,110,14700
551,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2015-01,144019,125,10500
552,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2015-03,131160,88,11000
553,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009,245248,103,3000
554,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-06,280000,103,2600
555,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-01,250000,103,6100
556,"Volkswagen Passat, 1.5 l., universalas",Automatinė,Benzinas,2019-05,17963,110,26500
557,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-01,117478,140,17000
558,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1994-06,250107,55,350
559,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007,208000,103,2650
560,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-08,254853,103,2000
561,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2008-12,223000,147,4450
562,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-04,180000,103,4600
563,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2008-09,200000,90,4000
564,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1993-08,300000,55,300
565,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-11,225000,103,3799
566,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-11,237000,103,3650
567,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2005-10,312000,77,2400
568,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-03,198332,110,9900
569,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,1998-12,420000,81,700
570,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-02,282650,77,2550
571,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-07,189000,88,8350
572,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-01,152953,88,8750
573,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-10,224567,110,8800
574,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-08,283000,103,6150
575,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-10,293600,125,2999
576,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-04,281000,103,3450
577,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2001-10,212000,85,940
578,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-10,425,103,1800
579,"Volkswagen Passat, 1.8 l., universalas",Automatinė,Benzinas,2017-03,58000,132,23250
580,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-11,206000,110,9990
581,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009,281825,103,3150
582,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-01,251500,110,12700
583,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-11,220000,103,3590
584,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-04,323000,103,5450
585,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-09,175000,88,7900
586,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2016-12,196378,110,9900
587,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-08,300120,96,1750
588,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2009-11,241334,103,3750
589,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2016-11,153150,110,13500
590,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-08,165450,140,14100
591,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-08,178955,88,10900
592,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-02,338000,77,3250
593,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-08,249755,103,2500
594,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-10,174000,88,8500
595,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-11,177000,88,8500
596,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013,239000,125,8000
597,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,174500,110,9950
598,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1997,335000,81,1000
599,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-01,53867,110,18400
600,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-12,191400,110,8800
601,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999-06,288753,81,1050
602,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-01,180000,88,9700
603,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-04,142347,140,22400
604,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-01,157728,110,14200
605,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-08,265000,140,13300
606,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2001-01,185000,85,1350
607,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-11,296666,125,2700
608,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-09,250000,103,2550
609,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999,350000,85,750
610,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-04,78000,91,13900
611,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1997-06,330000,81,750
612,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1996-12,300000,81,1300
613,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2015,177000,88,10300
614,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-12,281814,103,7000
615,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2009,190000,77,5100
616,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2010-05,219000,103,4850
617,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999-09,360600,81,1050
618,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2004-04,361712,74,1650
619,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2013-10,170513,77,7700
620,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-11,250000,77,2900
621,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,2008-02,237000,75,3899
622,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-12,330000,103,2799
623,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-07,245447,103,2600
624,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-03,204930,103,7200
625,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-12,205993,110,10100
626,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-08,227842,110,10999
627,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2017-04,168590,88,11500
628,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-12,300000,103,6000
629,"Volkswagen Passat, 2.3 l., universalas",Mechaninė,Benzinas,2003,215000,125,1300
630,"Volkswagen Passat, universalas",Mechaninė,Dyzelinas,1999,3,81,850
631,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2009-12,149000,90,4350
632,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008,180689,125,3999
633,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2020,0,140,36000
634,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2010-07,196000,103,4150
635,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-11,151900,140,19300
636,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-09,273740,103,2800
637,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-01,134200,110,15100
638,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011,308000,103,7500
639,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-11,242000,103,2850
640,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2010-02,202000,77,3550
641,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-03,114350,140,17900
642,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2001-09,304000,74,1300
643,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-10,162275,110,12900
644,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-06,227000,125,6450
645,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-12,268000,140,13800
646,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-11,171623,140,16990
647,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-07,233800,125,7700
648,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-06,184000,88,9990
649,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2008-04,253000,77,3350
650,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2011-03,208000,133,7500
651,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-12,340000,103,2700
652,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-10,181161,88,11900
653,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-02,288271,103,2600
654,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-03,245000,103,2550
655,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-05,266408,103,2950
656,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016,72800,125,12700
657,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-09,140000,103,6250
658,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2001,287000,96,1600
659,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2009-10,215400,103,4300
660,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas,2002-12,163573,75,1950
661,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-08,168524,88,11700
662,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2016-12,205000,110,9600
663,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-09,297340,103,3100
664,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2017-03,173000,88,9999
665,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-05,296,103,3350
666,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-11,209000,125,3700
667,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2008-10,274000,77,3100
668,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011-06,181300,103,7200
669,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2005-09,268000,77,2999
670,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-06,242147,88,8700
671,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2018-04,41000,110,15000
672,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-01,54274,110,19300
673,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-09,242189,140,11900
674,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-08,245223,77,2200
675,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,2001-04,331045,96,1000
676,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2008-12,217000,125,3950
677,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-02,312000,103,2550
678,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2004-01,301000,96,1850
679,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,1994,335365,66,350
680,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-01,108900,110,14200
681,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-02,140698,110,14900
682,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2016-02,78979,132,12900
683,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-03,186500,110,13500
684,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,1998-01,319460,74,650
685,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2014-05,238500,103,8800
686,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011,234000,103,6200
687,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-06,195140,88,11400
688,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-01,153937,140,14500
689,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000-10,284000,81,1599
690,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-09,140000,110,13200
691,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-11,220000,77,3100
692,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2007-05,326500,77,1895
693,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-06,221600,103,4299
694,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011-06,247000,103,5750
695,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas / elektra,2016-06,64000,115,19400
696,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-02,208400,103,3200
697,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000-07,243000,66,1200
698,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-06,202000,96,920
699,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2014-05,239880,103,9200
700,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-11,290000,103,2700
701,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008,290253,77,2000
702,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-06,245000,88,12000
703,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2014-01,140850,103,9400
704,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015,214000,110,9700
705,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-05,215000,77,2990
706,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-05,254600,74,1800
707,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-07,295000,103,2450
708,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2004-06,330000,96,1700
709,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-09,290000,103,3400
710,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2001-09,272000,96,1500
711,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2012-04,187600,103,7600
712,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-08,179000,103,9900
713,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011-06,115048,103,8600
714,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2013-07,237000,77,6950
715,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017-11,62000,110,21500
716,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-12,216390,103,3700
717,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2010-10,389000,103,2950
718,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-12,252000,103,3850
719,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-06,220129,103,2850
720,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-11,220741,110,10999
721,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008,307982,77,3350
722,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2016-03,136679,92,11950
723,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-02,186000,140,14100
724,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-09,152764,88,10500
725,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2006-06,284193,103,2800
726,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006-12,216152,103,3550
727,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2017-06,161000,88,11550
728,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-01,358500,77,2111
729,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2016-12,113638,110,14950
730,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1997-07,362959,81,900
731,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2017-04,75000,92,15999
732,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2016,200000,110,14900
733,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-02,207000,88,8900
734,"Volkswagen Passat, 2.3 l., universalas",Mechaninė,Benzinas,2002-02,230000,125,1650
735,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-02,302500,96,1270
736,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-12,147500,110,14900
737,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-05,189600,103,8290
738,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-11,193000,110,10600
739,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2014-01,197500,90,8700
740,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005-10,384600,100,2300
741,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2013-07,158000,103,10300
742,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-09,195800,110,10470
743,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-06,270000,130,8250
744,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-10,125875,88,9900
745,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-12,345800,103,2850
746,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-12,289454,103,6150
747,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2004,280000,96,1699
748,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2010-02,257249,105,3950
749,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,2004-04,201000,75,1599
750,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2020-01,10,110,33128
751,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017-02,93238,110,16450
752,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-03,226000,103,6650
753,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006,290000,103,2300
754,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-01,144100,103,3000
755,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-09,178000,110,11500
756,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-03,164006,110,16500
757,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-01,156113,140,16990
758,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-08,157834,140,15500
759,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,106425,110,13300
760,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2020-01,10,110,33179
761,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-04,287300,103,6850
762,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2005-07,246000,110,2300
763,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-04,82200,139,17200
764,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-11,260300,125,2550
765,"Volkswagen Passat, 2.5 l., universalas",Mechaninė,Dyzelinas,2004,234945,120,1290
766,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-10,158027,110,14990
767,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-06,120345,110,13990
768,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-02,166453,110,12990
769,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-07,194550,130,7500
770,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-11,214241,77,2850
771,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2005,299980,103,2700
772,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,2002-01,1,74,1300
773,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005-08,304000,103,2999
774,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2011-02,183225,90,6799
775,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2005-11,244000,103,2600
776,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2007,205289,125,2850
777,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-10,343947,77,2900
778,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-02,232000,103,3299
779,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2005-07,245000,77,1950
780,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-04,309426,125,2800
781,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,2005-10,239141,85,2600
782,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999,2860000,81,600
783,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-11,435000,96,1100
784,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2004-03,267000,96,2999
785,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-09,395400,96,799
786,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-02,253864,103,2800
787,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-08,263200,103,5750
788,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016-10,122775,132,16900
789,"Volkswagen Passat, 1.9 l., sedanas",Automatinė,Dyzelinas,2002-12,234000,96,1499
790,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-07,246000,103,2850
791,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2017-12,33490,88,14100
792,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2008,247000,103,4350
793,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-01,307000,103,3200
794,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011,198792,103,6650
795,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-01,383000,103,6100
796,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,1997,151000,110,900
797,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-11,135058,110,16200
798,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2014-06,142000,125,6500
799,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-08,191000,88,8700
800,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2017-07,106000,88,11200
801,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-08,104060,110,19500
802,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2016-06,195293,88,9100
803,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-08,193519,103,10500
804,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-07,167447,103,4500
805,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-03,138483,110,16450
806,"Volkswagen Passat, universalas",Mechaninė,Benzinas,2001-09,266000,85,1399
807,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1994-09,350000,66,1000
808,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2017-05,223790,88,9450
809,"Volkswagen Passat, 1.4 l., universalas",Mechaninė,Benzinas,2010-01,230000,90,3750
810,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2005-04,265000,77,2500
811,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2004-06,201500,85,1950
812,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-03,225422,88,11500
813,"Volkswagen Passat, 1.9 l., sedanas",Automatinė,Dyzelinas,1999,263974,81,950
814,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-06,173000,103,6900
815,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-06,360000,77,1900
816,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2006-05,282300,77,2700
817,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas,2011-09,174000,90,5700
